y,x1,x2,x3,x4,x5,x6,x8,x9,x10,x11,x13,x7_Beach,x7_Casahouse,x7_Horses,x7_Mojodojo,x7_Sublime
1,100.28477,0.81491,-98.90178,-1.28787,200.35461999999998,-146.73706,2.53175,-1.01089,10.213569999999999,-0.15564,451.97295999999994,0,1,0,0,0
0,100.37947,0.15847,-98.12298,-1.26239,200.44457,-142.66144,1.2373299999999998,-1.2312299999999998,8.3299,-0.41285,452.83585,0,1,0,0,0
2,100.93209,-0.78484,-103.32471,-1.25994,200.99509,-140.99129,0.58867,1.16123,13.138160000000001,-0.6479199999999999,452.99810999999994,0,1,0,0,0
1,101.72543,-0.38011999999999996,-108.22591000000001,-1.2672700000000001,201.78972,-147.28773,2.1804,-2.77822,9.83255,-0.30816,454.51420999999993,0,0,0,1,0
1,101.10039,0.9216700000000001,-101.60146999999999,-1.28154,201.16839,-150.048,-1.4300700000000002,1.62083,10.28843,-0.34398,454.70122000000003,0,0,0,1,0
0,101.35934,0.25905,-103.30969,-1.22695,201.41467,-136.32113,0.07622999999999999,-0.9111100000000001,9.38518,0.74546,455.14185999999995,0,0,0,1,0
1,97.94726,-0.22764,-92.59007,-1.2348700000000001,198.00261,-134.53009,-1.6508,0.46133,10.09795,-1.7027700000000001,443.44125999999994,0,0,1,0,0
0,98.57308,-1.19635,-93.35295,-1.31197,198.65007,-150.88613,-0.13301,-0.38971,8.865839999999999,1.3315299999999999,446.18894000000006,0,0,1,0,0
0,99.72505,-0.12772,-95.65954,-1.25251,199.78693,-139.7888,-0.13552999999999998,-0.6141300000000001,12.39682,-0.11372,450.79545999999993,1,0,0,0,0
1,99.12957,-0.90749,-94.05973,-1.24882,199.18915,-138.94843999999998,0.64063,-2.49253,12.371739999999999,-3.0800400000000003,448.61796,1,0,0,0,0
0,99.82696999999999,-0.29918,-98.53766999999999,-1.28744,199.89858,-149.58111,1.6496099999999998,0.04648,9.46392,0.6135,449.86602999999997,1,0,0,0,0
1,98.88965,0.17827,-97.36876,-1.28916,198.95943,-145.35313,0.6513100000000001,-0.23776999999999998,10.47035,-1.3705200000000002,445.76387,0,0,1,0,0
1,99.11163,-1.78997,-94.30358000000001,-1.2454,199.16998,-140.07832,1.40554,-0.0009199999999999999,12.130360000000001,-1.6425,448.40634000000006,1,0,0,0,0
1,101.40486,-0.4585,-100.39189,-1.25587,201.46568,-143.09386,2.28135,-0.8998299999999999,11.59385,-2.60621,456.82833,0,0,0,1,0
1,100.70172,-0.08296,-101.27498,-1.2457200000000002,200.75986,-142.64938,0.51486,-0.16239,12.60856,-2.17613,452.87109000000004,0,1,0,0,0
0,99.65751999999999,-0.18016,-104.73217,-1.30388,199.73262,-152.48207,0.1225,0.030860000000000002,11.36989,2.73037,445.92152999999996,1,0,0,0,0
2,98.84563,0.88582,-100.8218,-1.26063,198.90898,-142.3378,-0.0518,-1.1321299999999999,10.54674,-0.39584,443.81727,0,0,1,0,0
1,100.45142,0.6819,-101.85335,-1.23632,200.50727,-136.94571000000002,0.5586800000000001,-0.60563,11.66297,-1.43359,451.33041,0,1,0,0,0
2,98.14083000000001,-0.36536,-97.7984,-1.28346,198.20916,-143.43167,0.21394000000000002,-1.50829,13.487210000000001,-2.3542099999999997,441.80494000000004,0,0,1,0,0
1,101.47408,0.97546,-97.63776,-1.26759,201.53815,-147.23082,-3.1226700000000003,0.27043,8.82043,-3.08386,458.5515,0,0,0,1,0
2,99.97815,0.18993,-107.17845,-1.27373,200.04493,-144.67213999999998,1.12174,0.10692,11.50849,-1.47367,446.30152999999996,1,0,0,0,0
1,100.1913,-0.07118,-97.71424,-1.28862,200.26115,-147.75215,-1.7654599999999998,1.01873,10.60088,-4.25266,452.0994,0,1,0,0,0
0,99.49117,-0.54243,-99.17843,-1.2557,199.55428,-139.46675,1.3786,0.03865,11.6451,-2.70981,447.86662,1,0,0,0,0
0,100.57843000000001,0.14809,-104.13497,-1.3099299999999998,200.65515,-152.59058000000002,-0.12433,0.39469,10.87226,2.37995,450.82465,0,1,0,0,0
2,100.03126999999999,1.18228,-100.43239,-1.2766600000000001,200.09797,-145.4581,1.64875,0.55577,12.09447,-2.07789,449.94014000000004,0,1,0,0,0
1,98.81966,0.22013000000000002,-100.89163,-1.2761799999999999,198.88602,-143.86112,-0.8672200000000001,0.76732,10.40318,-1.43006,443.65249000000006,0,0,1,0,0
0,98.5063,0.37239,-101.08445999999999,-1.31505,198.58386000000002,-150.26365,-0.6269100000000001,-0.62343,11.65086,2.4171400000000003,441.98928,0,0,1,0,0
0,101.99265,1.22441,-104.54348,-1.25623,202.05452,-142.61928999999998,-0.23268000000000003,-0.16576,11.21645,0.72351,457.69149000000004,0,0,0,1,0
1,99.80849,0.44722,-105.55823000000001,-1.26257,199.87166000000002,-143.68392,1.2321,-1.2808899999999999,10.89906,-2.29788,446.26334,1,0,0,0,0
1,99.80848,0.19813,-99.04033000000001,-1.27319,199.87456,-143.14087,-0.14782,0.9260700000000001,12.47794,-2.49523,449.52224,1,0,0,0,0
1,99.82736,0.00162,-99.05382,-1.2448700000000001,199.88521,-139.78791,0.9787,-0.9519299999999999,11.547,-1.8019900000000002,449.60989000000006,1,0,0,0,0
1,100.8182,0.6046699999999999,-101.91129000000001,-1.27346,200.88391000000001,-143.27403,0.42249,-1.43852,10.96805,-3.5683,453.13537,0,1,0,0,0
0,99.98053,0.50875,-100.08548,-1.23753,200.03796,-138.33647,-0.64933,-0.03444,10.63393,0.88628,449.85992999999996,1,0,0,0,0
1,100.29598,0.8362799999999999,-107.70801000000002,-1.28331,200.36479,-144.50645,2.37094,-1.74223,11.17373,-2.77936,447.62588,0,1,0,0,0
1,100.26481,-0.35035,-99.39759000000001,-1.29169,200.33568,-148.866,0.7084600000000001,-2.57456,11.623560000000001,-2.57346,451.62524,0,1,0,0,0
1,99.8369,0.05114,-97.55041,-1.25096,199.89636000000002,-138.86498999999998,0.77051,0.9208200000000001,10.61893,-1.57785,450.40927,1,0,0,0,0
0,99.78220999999999,-0.6601600000000001,-98.09819,-1.2778200000000002,199.85134,-143.08683,-0.56313,1.26148,11.44807,2.7439,449.86197000000004,1,0,0,0,0
1,100.78751,0.26239,-103.58023,-1.26081,200.84965,-140.9412,1.83273,-0.5956,12.23493,-5.10977,452.14744,0,1,0,0,0
0,99.66145,-0.36030999999999996,-96.6285,-1.23169,199.71655,-136.09105,1.10544,0.21176,10.54748,1.92733,449.993,1,0,0,0,0
0,99.58603000000001,-0.79056,-98.39559,-1.29895,199.65935,-149.24575,-0.11137999999999999,-1.10103,9.17327,2.43479,448.73235999999997,1,0,0,0,0
2,100.71708000000001,1.4389100000000001,-97.68392,-1.27251,200.78455,-145.33164,1.64923,-1.05154,12.1922,-1.18656,454.74345999999997,0,1,0,0,0
2,98.85694000000001,-0.6101300000000001,-94.5057,-1.2832299999999999,198.92488,-143.1682,1.94985,-0.24211999999999997,11.8478,-0.7268100000000001,447.03184000000005,0,0,1,0,0
1,100.46618000000001,0.22866999999999998,-103.01631,-1.27901,200.5334,-146.57025,2.42204,-1.52275,11.93786,-1.7437,450.82274,0,1,0,0,0
2,99.56806999999999,0.57547,-102.08455,-1.27201,199.63406,-144.96341,-1.0754299999999999,-2.34761,13.5696,0.30863,446.7981,1,0,0,0,0
1,100.73908,1.07625,-101.7052,-1.2712700000000001,200.80441000000002,-147.33353,0.20794,0.37368,10.2314,-0.95555,452.84278,0,1,0,0,0
1,101.9807,0.95391,-103.97001,-1.26756,202.04485,-143.67483000000001,0.72415,-0.98196,10.12824,-1.06972,457.91848,0,0,0,1,0
1,100.45796,-0.48591999999999996,-93.97229,-1.23546,200.51388,-137.47236999999998,-1.50958,-0.83415,10.75216,-2.6257,455.30364000000003,0,1,0,0,0
1,99.3148,-0.56092,-100.08784,-1.2711700000000001,199.37988,-142.30215,-0.50949,0.5916399999999999,10.32713,-2.0737400000000004,446.53009000000003,1,0,0,0,0
0,101.5472,1.38544,-101.26715,-1.2390700000000001,201.60546000000002,-136.48098000000002,0.5833,-0.32193,10.712069999999999,1.62798,457.10242999999997,0,0,0,1,0
1,98.77978,-0.30651,-98.83825999999999,-1.25266,198.84001999999998,-139.12472,0.7196100000000001,-1.41141,11.73173,-3.41152,444.47978,0,0,1,0,0
0,99.61119000000001,1.05893,-94.55615,-1.28443,199.68166000000002,-145.034,0.18272,0.44005,11.5989,2.88805,450.77785,1,0,0,0,0
0,99.89873,-0.31355,-99.92900999999999,-1.24624,199.95864,-140.50467,-0.31699,-0.12414000000000001,12.879430000000001,1.26263,449.52917,1,0,0,0,0
1,100.74492,-0.46481000000000006,-102.42898000000001,-1.26257,200.80802,-144.35531,0.08736000000000001,1.45195,10.75106,-0.7055600000000001,452.51010999999994,0,1,0,0,0
2,100.08938,0.28731999999999996,-101.37689,-1.28859,200.15843999999998,-149.09891000000002,-0.2344,-0.52465,9.06627,0.57523,449.75844000000006,0,1,0,0,0
1,98.40519,-0.88456,-98.92616,-1.2525600000000001,198.4652,-139.37479,2.16602,1.7015200000000001,11.92328,-3.43735,442.56285999999994,0,0,1,0,0
2,99.37291,-0.30734,-101.25063,-1.28321,199.44172,-144.89041,-1.42654,-1.03659,8.50276,3.6684699999999997,446.23924000000005,1,0,0,0,0
2,97.6954,0.33447,-94.50010999999999,-1.28245,197.76281,-141.09407,0.16238,1.16677,13.08015,-0.38243,441.22695999999996,0,0,1,0,0
1,100.15760999999999,0.75897,-100.66967,-1.28895,200.2278,-147.88918999999999,-3.13713,2.6657,11.82768,-2.09944,450.4532,0,1,0,0,0
1,99.301,0.01938,-100.28520999999999,-1.2880200000000002,199.37046999999998,-147.4554,-1.1513200000000001,0.9027700000000001,10.27058,-2.12168,446.36240999999995,1,0,0,0,0
0,100.91797,0.74621,-104.71014,-1.2321600000000001,200.97478999999998,-136.8966,-0.8154600000000001,0.12602,10.77162,-2.13763,452.23475999999994,0,1,0,0,0
0,102.14726999999999,1.56645,-101.48565,-1.26568,202.21191000000002,-146.05821,-0.22824,-0.10195,11.75765,2.17205,459.99352999999996,0,0,0,0,1
2,101.158,0.28524,-96.06241,-1.27929,201.22628999999998,-147.11876999999998,0.47002,0.64595,9.56104,0.20803000000000002,457.75879000000003,0,0,0,1,0
0,100.46998,0.45564,-98.94685,-1.24624,200.53053,-141.00113000000002,1.06477,0.1219,9.5907,2.6689700000000003,452.8765,0,1,0,0,0
1,99.30568000000001,0.10983,-101.9466,-1.2720799999999999,199.37098999999998,-144.33097,-0.7971699999999999,2.00293,11.69037,-2.72396,445.55512000000004,1,0,0,0,0
2,97.73779,-0.33276,-101.93968000000001,-1.26042,197.80173,-137.18478000000002,0.70775,3.71086,10.38293,-1.71767,437.71912000000003,0,0,1,0,0
0,100.31607,-0.25961999999999996,-100.57276999999999,-1.2698200000000002,200.3821,-143.51824,-0.04165,0.1585,9.61485,0.47968,451.29395,0,1,0,0,0
2,100.20499000000001,-0.17090999999999998,-102.2331,-1.2566899999999999,200.26768,-142.30303,0.66125,1.57843,8.2131,2.55802,449.90842999999995,0,1,0,0,0
1,101.1176,0.63367,-97.56936999999999,-1.23233,201.17266999999998,-142.58983999999998,-0.35126,0.6237,10.7813,-3.42558,456.80332999999996,0,0,0,1,0
1,99.5609,0.6688,-101.42408,-1.26338,199.62416000000002,-142.1946,0.08233,-1.1100700000000001,11.65547,-3.9189800000000004,447.09245,1,0,0,0,0
0,101.18364,-0.5682,-100.77476999999999,-1.24817,201.24491,-142.53947,-0.07669,-0.11546,12.84337,2.30746,455.53082,0,0,0,1,0
0,99.66405999999999,-0.6673,-101.48061,-1.23692,199.72218999999998,-138.98387,0.36106,0.1281,11.62942,4.88513,447.57999,1,0,0,0,0
0,100.01593000000001,-0.1265,-103.85042,-1.2412299999999998,200.07464,-138.20344,0.0728,-0.65046,11.14637,2.50548,448.15444,0,1,0,0,0
0,99.63174000000001,-0.41248999999999997,-97.52091999999999,-1.23197,199.6876,-134.6413,0.57868,-1.0526799999999998,9.468119999999999,0.38145,449.39822999999996,1,0,0,0,0
1,100.7835,-0.28105,-99.18791,-1.25631,200.84462,-140.49533,0.5144,0.80714,12.65064,-1.68554,454.32356,0,1,0,0,0
2,100.28494,1.0840299999999998,-100.04473,-1.27739,200.35358,-147.76675,0.39011,-1.8638599999999999,10.19966,-0.26819,451.40235,0,1,0,0,0
2,100.78386,1.02799,-98.35215,-1.28106,200.85252,-145.44922,-1.75574,0.87689,12.88965,0.03943,454.74325,0,1,0,0,0
1,99.91728,0.8680899999999999,-99.01487,-1.27417,199.9834,-146.16676999999999,2.27317,-2.0514,12.61843,-1.65704,450.07898,1,0,0,0,0
0,98.53327,0.41751000000000005,-102.04606,-1.22929,198.58838,-133.60128,-0.74239,-0.86214,9.05475,2.19068,441.64332,0,0,1,0,0
1,100.12054,-0.80871,-100.72111,-1.26465,200.18428,-142.8793,3.1200099999999997,-0.9620200000000001,10.03,-1.16049,450.24212,0,1,0,0,0
2,101.05162,1.52305,-102.35073,-1.28099,201.1206,-146.48211,0.9108,-0.78398,13.979920000000002,-1.7218799999999999,454.08272,0,0,0,1,0
1,101.71266999999999,1.33066,-104.96359,-1.2640200000000001,201.77565,-143.90881000000002,0.96834,-0.27344,10.07788,-2.0197599999999998,456.08155999999997,0,0,0,1,0
2,98.45286999999999,-0.02828,-95.24635,-1.27529,198.52033,-142.76645,0.059539999999999996,1.2780200000000002,13.208960000000001,0.9554299999999999,444.64119000000005,0,0,1,0,0
2,98.4408,0.0872,-100.61546,-1.26526,198.50545,-141.34779,-0.94424,-1.61554,11.041839999999999,-0.05407000000000001,441.89627,0,0,1,0,0
1,101.72326,0.28431999999999996,-96.83292,-1.2808,201.79138999999998,-147.45216000000002,4.52525,-3.00654,10.27872,-3.49645,460.19985999999994,0,0,0,1,0
0,99.40116,0.29625,-98.66932,-1.25217,199.46195,-139.05022,-0.61411,0.36513,10.53318,1.90966,447.67113,1,0,0,0,0
1,100.16744,-1.16793,-105.11851999999999,-1.2776399999999999,200.23422,-146.57733000000002,2.0243700000000002,-0.6733,11.592189999999999,-2.37796,448.27795,0,1,0,0,0
2,99.25681,-0.65612,-96.87668000000001,-1.2798200000000002,199.32407,-146.73045,1.33866,1.29176,12.89762,0.37451999999999996,447.84572000000003,1,0,0,0,0
0,100.11588,-0.13385999999999998,-100.5678,-1.26118,200.17934,-142.42562,0.018119999999999997,0.12655,11.856489999999999,0.44451999999999997,450.29549000000003,0,1,0,0,0
1,100.10689,-0.25848000000000004,-99.57729,-1.27657,200.1733,-142.91071000000002,-2.41426,0.7593300000000001,10.52931,-0.13128,450.74582000000004,0,1,0,0,0
1,99.73349,-0.25338,-106.05339,-1.25324,199.79369,-140.716,1.26305,0.36891999999999997,7.976189999999999,-2.36135,445.64075,1,0,0,0,0
0,101.41359,0.0955,-102.12461,-1.24304,201.47252,-142.9549,-0.23690999999999998,0.68892,10.70805,2.64043,456.00563,0,0,0,1,0
1,99.86726999999999,-0.035910000000000004,-106.11998,-1.27684,199.93416000000002,-143.6284,-0.6207600000000001,1.7262099999999998,13.23075,-4.12442,446.27637999999996,1,0,0,0,0
1,99.91197,0.35733000000000004,-105.02927,-1.23892,199.9685,-137.13877,2.9496700000000002,0.45761,10.361410000000001,-3.04027,447.04523,1,0,0,0,0
2,101.18058,1.1439,-98.83585,-1.25625,201.24355,-142.13691,0.9797799999999999,-0.40478000000000003,12.05129,-0.65374,456.485,0,0,0,1,0
2,100.2811,0.60432,-102.47327,-1.28419,200.34988,-148.71922,1.8363,3.10453,12.84196,-1.8745599999999998,450.16889000000003,0,1,0,0,0
2,98.77915,0.37696,-95.70093,-1.2919200000000002,198.84968999999998,-148.31918000000002,0.41421,0.68204,12.89503,-0.53264,446.04529,0,0,1,0,0
2,101.78455,0.10219,-101.99931,-1.26419,201.8495,-145.75052,1.76952,-0.02731,11.09097,-0.5564,457.92307,0,0,0,1,0
1,99.59923,-1.07762,-99.86975,-1.2767899999999999,199.66579,-146.32742,-0.52212,-0.69515,11.93518,-3.30071,448.06129000000004,1,0,0,0,0
0,100.12695,0.22641999999999998,-103.32141,-1.30421,200.20328,-153.13278,-0.29044000000000003,0.20833000000000002,10.66343,3.27637,448.97405,0,1,0,0,0
1,99.57242,1.3645,-106.26218,-1.26891,199.63705,-143.5767,-1.66903,1.40456,11.223230000000001,-0.2722,444.731,1,0,0,0,0
1,99.2523,-0.43868,-97.34215999999999,-1.24258,199.30948,-135.8258,-1.7346599999999999,1.5334,12.56656,-1.95443,447.5904,1,0,0,0,0
0,98.71721,-1.02898,-98.7686,-1.3069899999999999,198.79324,-148.34774,-0.15145,0.31773,10.92097,-0.9754,444.20174000000003,0,0,1,0,0
2,99.45384,-0.24251999999999999,-94.82781999999999,-1.27567,199.52059,-142.56111,-2.2429900000000003,-0.9376399999999999,13.618920000000001,-0.52354,449.85527,1,0,0,0,0
0,102.01352,-0.13844,-102.84732,-1.27301,202.07994,-145.57256,-0.85651,0.17314000000000002,9.32732,-0.24256999999999998,458.64395999999994,0,0,0,0,1
0,99.07035,0.13177,-107.13576,-1.30621,199.14552,-151.44793,-0.039560000000000005,-0.3135,11.79775,1.6028200000000001,441.78385999999995,1,0,0,0,0
0,98.83017,-0.26421,-96.46946,-1.26987,198.89658,-142.61145,-0.0819,0.33797,12.36762,1.96517,445.9161,0,0,1,0,0
1,99.96744,-0.83462,-97.7747,-1.28647,200.03708999999998,-144.03083999999998,1.29236,1.44177,10.16665,-0.58136,450.94985,1,0,0,0,0
2,97.30237,0.50049,-99.59789,-1.2752299999999999,197.36828,-141.32182,-1.2558200000000002,-0.36856,12.81097,-0.18068,436.71293,0,0,1,0,0
1,100.79683,-0.0444,-96.4842,-1.27605,200.86309,-146.68953,2.3225700000000002,-0.33455999999999997,11.64161,0.060770000000000005,455.74204000000003,0,1,0,0,0
0,99.02731999999999,-1.30444,-101.27883,-1.24325,199.08664,-137.23447,-0.7657,-1.2594,10.465910000000001,1.43093,444.49715999999995,1,0,0,0,0
0,99.53286,1.01264,-102.44338,-1.2216,199.58665,-133.2242,0.03532,-0.30135,11.49126,3.66345,446.44260999999995,1,0,0,0,0
0,99.91163,0.82736,-97.92841,-1.2657,199.9774,-140.47753,0.7195199999999999,0.35069,7.75255,0.04818,450.59392,1,0,0,0,0
0,99.70076,0.14879,-99.4345,-1.28203,199.77098,-148.49647,-0.4123,-0.8669100000000001,9.1504,1.14584,448.78657999999996,1,0,0,0,0
1,100.5699,0.31485,-100.4904,-1.2490299999999999,200.62933999999998,-141.35916,-0.55625,1.59398,11.83469,-4.23161,452.60427999999996,0,1,0,0,0
0,98.47198,-0.23509000000000002,-102.18074,-1.30441,198.54822,-147.67741999999998,0.29401,0.67905,12.25145,2.66892,441.26952,0,0,1,0,0
1,101.27065999999999,1.2971,-105.56917,-1.2626700000000002,201.33348999999998,-142.12537,-1.05178,-0.75041,11.61695,-0.9194899999999999,453.56872999999996,0,0,0,1,0
2,100.76416,1.16652,-103.20249,-1.29226,200.83399,-150.1385,1.1348799999999999,-0.5359,13.75717,-1.10314,452.21955,0,1,0,0,0
2,99.73255,-0.19183,-98.35741999999999,-1.28873,199.80225,-147.63661000000002,0.88385,-0.2933,8.44162,4.41449,449.48402999999996,1,0,0,0,0
1,100.52296,0.11929000000000001,-98.30152,-1.26837,200.58765,-147.09475,0.9151600000000001,0.7281,12.1126,-0.20686,453.46404,0,1,0,0,0
0,100.85635,1.09188,-99.85327,-1.26227,200.92085,-144.95901,-1.1949299999999998,0.89144,10.96706,1.80898,454.35509,0,1,0,0,0
1,100.05255,-0.12869,-101.22203,-1.27241,200.11824,-147.09407,-0.38923,0.9055700000000001,10.95146,-0.17815,449.65175,0,1,0,0,0
1,98.63514,-0.4391,-100.36949,-1.28245,198.70314,-145.06149,1.0785,0.13034,10.92788,-1.2384600000000001,442.99096,0,0,1,0,0
1,100.31271,0.26953,-97.89629000000001,-1.2819399999999999,200.38118,-145.88457,0.319,1.6893099999999999,10.990039999999999,-0.4602,452.61537999999996,0,1,0,0,0
1,101.16261999999999,-0.5304399999999999,-106.48028000000001,-1.26796,201.22738,-143.92213,-0.52652,0.88018,10.32886,-1.45391,452.57293,0,0,0,1,0
2,99.84169,-0.8115,-98.75433000000001,-1.2752,199.90713,-145.69931,2.34228,0.9421299999999999,13.09657,0.31001999999999996,449.83128,1,0,0,0,0
0,99.91548,-0.20217000000000002,-101.37245,-1.292,199.98771000000002,-148.05732,0.19646,0.31819000000000003,13.020430000000001,3.96716,448.89117000000005,1,0,0,0,0
2,99.80878,-0.10540999999999999,-102.67314,-1.28004,199.87531,-143.35306,-0.16289,-1.5975,12.13044,-0.645,447.70734000000004,1,0,0,0,0
1,99.31596,-0.59067,-100.339,-1.2342799999999998,199.37108,-132.26189,-1.80791,-1.61775,9.42229,-2.91175,446.41032,1,0,0,0,0
1,101.18885,1.23468,-98.88128,-1.29361,201.26011,-153.37871,-0.7497,-0.5818300000000001,10.51253,-3.58293,456.50359000000003,0,0,0,1,0
0,100.32075999999999,-0.27469,-97.715,-1.2685899999999999,200.3859,-144.86643999999998,0.59019,-0.40745,10.11745,1.1990100000000001,452.74627999999996,0,1,0,0,0
2,98.07253,-0.19998,-101.4711,-1.27524,198.14006,-143.83521000000002,3.5148699999999997,0.17282999999999998,11.89373,-1.4843,439.62710999999996,0,0,1,0,0
2,97.71166,-0.5895600000000001,-93.41584,-1.27884,197.77938999999998,-143.24623,-1.46789,-1.7823200000000001,11.20198,-0.07636,441.8504,0,0,1,0,0
1,100.03773000000001,1.93662,-101.81508000000001,-1.26204,200.10038,-141.53311000000002,-2.9378599999999997,3.62685,9.673739999999999,-2.28135,449.28112999999996,0,1,0,0,0
2,98.69081,0.9758600000000001,-95.00864,-1.28233,198.76028,-144.26412,-1.3105799999999999,-1.7733299999999999,12.2048,-1.9799400000000003,445.94973,0,0,1,0,0
0,99.58242,0.9676,-95.46169,-1.22851,199.63691,-135.15541000000002,0.15129,0.18924000000000002,10.54716,1.94902,450.18125999999995,1,0,0,0,0
1,99.3985,0.25676,-96.31166999999999,-1.27131,199.46398,-145.51276000000001,-0.90336,1.9881799999999998,11.3404,-1.7600799999999999,448.83668,1,0,0,0,0
2,99.83036,0.38748,-99.52626,-1.28416,199.89991,-147.9351,1.46204,-0.41539,10.83845,-2.56396,449.38867999999997,1,0,0,0,0
