x1,x2,x3,x4,x5,x6,x8,x9,x10,x11,x13,x7_Beach,x7_Casahouse,x7_Horses,x7_Mojodojo,x7_Sublime
99.56007,0.9775,-101.0361,-1.24391,199.61766,-136.64328,1.7301900000000001,-2.91687,11.07065,-4.26586,447.2823,1,0,0,0,0
100.44048000000001,1.118,-101.23698,-1.28166,200.50836,-148.0097,-0.13154000000000002,0.72997,10.390369999999999,-1.2020600000000001,451.58393,0,1,0,0,0
99.68597,-1.4776,-101.46481999999999,-1.2565,199.74906000000001,-140.65016,-0.30027,2.32685,11.70089,-1.12486,447.69744000000003,1,0,0,0,0
100.40086,-0.6436,-101.24651999999999,-1.2805799999999998,200.4691,-146.51235,-0.07798,0.99616,11.23943,0.8601700000000001,451.38102000000003,0,1,0,0,0
101.95304,1.84615,-105.66375,-1.30584,202.02925,-153.49745,1.00619,0.13944,11.41784,-1.3353700000000002,456.93334000000004,0,0,0,1,0
99.85735,0.14329,-91.64434,-1.27909,199.92502,-146.38206,-0.7711399999999999,2.38464,12.56011,-1.86772,453.46457000000004,1,0,0,0,0
99.31819,0.63745,-99.93848,-1.26019,199.38085,-140.38685,0.65599,-1.12273,10.06273,-1.51506,446.6217,1,0,0,0,0
99.40127,-0.06433,-96.30236,-1.2912299999999999,199.47218999999998,-148.27601,-0.7439899999999999,3.17117,11.82577,-5.86824,448.85515,1,0,0,0,0
99.55142,0.13581,-98.38454,-1.2848899999999999,199.62188,-146.35803,-0.41908,-0.29643,10.875630000000001,2.52894,448.56480999999997,1,0,0,0,0
100.38238,-0.23169,-105.09885,-1.25722,200.44523999999998,-141.34752,-0.55876,0.7680899999999999,10.341560000000001,3.6505400000000003,449.36249000000004,0,1,0,0,0
100.23125999999999,1.10605,-100.46221,-1.24386,200.29089,-139.72048999999998,-0.69605,0.82211,10.39981,3.13238,450.92520999999994,0,1,0,0,0
99.77329,-0.2098,-98.01065,-1.22161,199.82735,-136.10105,0.022019999999999998,1.45869,12.78324,2.98692,449.86112,1,0,0,0,0
98.24549,-0.89299,-100.13591,-1.25214,198.3074,-137.75287,-0.4615,-0.63927,12.0029,2.1852400000000003,441.15950999999995,0,0,1,0,0
101.70955,0.70675,-102.69668,-1.26593,201.77343,-145.87131000000002,1.84425,-1.4905700000000002,15.03931,-3.00339,457.19940999999994,0,0,0,1,0
100.6202,-0.149,-106.34646000000001,-1.27745,200.68681,-146.87096,-1.62806,1.478,9.8728,0.3625,449.92776,0,1,0,0,0
100.41336,0.5294800000000001,-99.95149,-1.2706,200.47836999999998,-146.01338,-0.00718,0.05008,10.01798,-0.9813299999999999,452.09107,0,1,0,0,0
98.7832,0.0483,-98.08978,-1.28225,198.85105,-144.84431999999998,-0.19742,-0.44127,12.42107,-0.9705,444.87111,0,0,1,0,0
100.12377,-0.9278799999999999,-97.8923,-1.26926,200.18862,-144.82918,0.5443600000000001,-2.37662,12.20561,0.13992000000000002,451.67272,0,1,0,0,0
99.48376999999999,-1.16279,-95.42341,-1.26247,199.54661000000002,-143.87718,-0.92425,1.91295,10.353110000000001,-2.6362099999999997,449.70714000000004,1,0,0,0,0
100.20719,-0.08768,-97.00711,-1.27062,200.27413,-145.91411000000002,-0.22159,-0.78768,11.41341,2.06953,452.53240999999997,0,1,0,0,0
99.74954,0.69106,-101.19928,-1.25944,199.81251,-140.25787,-0.017230000000000002,-0.09582,11.9138,3.0079599999999997,448.14807,1,0,0,0,0
99.69865,0.30246,-98.89372,-1.26918,199.7631,-145.8671,1.98941,-1.8784,10.30335,-2.67443,449.0464,1,0,0,0,0
98.50205,-0.67433,-92.65219,-1.26251,198.56572,-141.16506,-2.0967,-3.80931,13.67595,-1.94895,446.18417,0,0,1,0,0
99.27022,0.04212,-97.34979,-1.28795,199.33953,-148.18856,-0.67977,-1.57115,11.72516,0.6656,447.67623,1,0,0,0,0
99.93449,-1.07786,-100.3792,-1.27675,200.00132,-144.17417,-1.6995799999999999,2.2098,10.20885,-1.90513,449.48283,1,0,0,0,0
99.58328,-0.4999,-97.94838,-1.2862200000000001,199.65241,-149.39385,1.22102,-0.69467,9.69572,-3.31584,448.94221,1,0,0,0,0
100.17055,-2.1251900000000004,-97.41502,-1.30635,200.2459,-152.33051,-0.54351,0.9112899999999999,12.061169999999999,-1.9523099999999998,452.14524000000006,0,1,0,0,0
99.45369000000001,-0.15845,-95.00744,-1.28766,199.52313,-146.21827,0.60555,2.58929,9.65351,-4.91285,449.76474,1,0,0,0,0
98.85328,-1.1677,-96.56338000000001,-1.29199,198.92389,-147.22053,1.67147,0.30328,10.45765,-0.33615,445.9847,0,0,1,0,0
99.21656999999999,-0.56421,-98.8451,-1.2798100000000001,199.28427,-148.66276000000002,-0.43523,-0.96545,12.3773,-1.4919,446.6603,1,0,0,0,0
101.44803,1.0869799999999998,-101.10387,-1.28779,201.51791,-152.09346000000002,-0.36145,0.34938,9.535210000000001,-2.5303400000000003,456.68819,0,0,0,1,0
99.92758,1.09554,-95.25471,-1.2782,199.99438,-146.41338000000002,-1.19143,0.12117,11.5209,-2.73122,452.01055999999994,1,0,0,0,0
99.11669,0.0958,-96.63416,-1.30098,199.19073,-146.86407,-0.13801,-0.757,10.076880000000001,3.7850800000000002,447.26639000000006,1,0,0,0,0
99.27011,-0.0833,-98.36998,-1.28267,199.3398,-145.09257,0.64667,-1.20605,9.533660000000001,3.0260700000000003,447.16557,1,0,0,0,0
100.45554,-0.03561,-98.22081999999999,-1.2747,200.52278,-146.88859,0.50178,0.30284,6.74025,2.5952599999999997,453.1673,0,1,0,0,0
100.54767,-0.29378000000000004,-100.33814,-1.28598,200.61624,-147.42413,-0.1001,1.72433,12.77827,1.03556,452.56926,0,1,0,0,0
99.30309,0.39601,-98.67864,-1.24675,199.36172,-140.34926000000002,1.51292,-1.40725,11.74681,-0.46188,447.17612,1,0,0,0,0
100.66346,-0.9492299999999999,-98.42196,-1.30826,200.74007,-154.81211000000002,-1.20912,0.25588,12.56254,0.39091,454.10632000000004,0,1,0,0,0
99.41301999999999,-0.60435,-101.86206999999999,-1.26457,199.47644,-144.20005,-0.6612100000000001,1.1241299999999999,12.15258,-3.08283,446.13408,1,0,0,0,0
99.47576,-0.00607,-93.6219,-1.2239799999999998,199.52973,-133.73148,0.62138,1.2124,10.32968,0.10865999999999999,450.56782999999996,1,0,0,0,0
99.65643,1.10819,-103.00893,-1.2775,199.72413999999998,-146.27467,-0.9859100000000001,1.20213,10.26479,-3.0556099999999997,446.77768,1,0,0,0,0
98.01285,-1.626,-95.39721999999999,-1.27035,198.07758,-141.87221,1.30158,-0.06402000000000001,11.73347,-3.86545,442.36562999999995,0,0,1,0,0
98.58855,1.1870100000000001,-96.57674,-1.2594100000000001,198.6521,-140.90554,0.7489100000000001,0.44322,9.507819999999999,2.25356,444.65438,0,0,1,0,0
99.69759,-0.59145,-103.70411999999999,-1.291,199.76826,-148.83181000000002,-3.58983,2.6465400000000003,11.755419999999999,-1.29414,446.63590999999997,1,0,0,0,0
101.25697,-0.1135,-98.96432,-1.29003,201.32855,-149.94919,-1.0705799999999999,-0.23856,10.70007,3.71012,456.80267000000003,0,0,0,1,0
99.71047,0.34197,-99.17560999999999,-1.30497,199.78593,-150.71781000000001,-0.68781,-0.8608299999999999,9.245,1.99357,448.96452999999997,1,0,0,0,0
100.29411999999999,0.30078,-103.19252,-1.25253,200.35426999999999,-140.53898,-2.51153,-0.9894700000000001,12.416089999999999,-2.7611,449.87435999999997,0,1,0,0,0
100.62918,0.93481,-99.53928,-1.27203,200.69401000000002,-143.87624,-0.74485,-3.78765,13.1337,-0.5271399999999999,453.37627000000003,0,1,0,0,0
101.07803,-0.42027,-98.90444000000001,-1.29631,201.14898,-154.26328,-0.96705,-1.43811,10.73056,-1.8970900000000002,455.93791,0,0,0,1,0
100.48096,1.54715,-101.23097,-1.26701,200.54565,-142.74511,-0.42141000000000006,-0.00085,10.00308,1.63895,451.78933,0,1,0,0,0
98.53413,0.06867000000000001,-98.27253,-1.2504,198.59499,-138.05368,-0.8218700000000001,-0.94776,10.16917,-0.64828,443.5344,0,0,1,0,0
99.09603,-1.09451,-98.95679,-1.2867,199.16531,-146.27768999999998,-0.11767999999999999,0.10933,11.68365,-1.2326,446.00177,1,0,0,0,0
100.43301,0.47198,-100.66011999999999,-1.28203,200.50132,-148.53697,-1.8040900000000002,0.44911,11.55527,-4.516780000000001,451.835,0,1,0,0,0
99.50575,-0.61715,-96.53733000000001,-1.28597,199.57545,-146.96029,-2.92285,0.75317,11.0308,-0.43695,449.26009000000005,1,0,0,0,0
100.3539,1.21145,-101.1068,-1.26797,200.41811,-146.24968,0.77622,-0.6772699999999999,9.50415,-2.67006,451.21608,0,1,0,0,0
99.45725999999999,0.5443399999999999,-94.05463,-1.28667,199.52698999999998,-144.82468,-0.21944,0.01516,12.24339,-0.10259000000000001,450.25901,1,0,0,0,0
100.04688,-0.18223,-100.07035,-1.28568,200.11687,-146.36053,0.0177,0.85761,11.26984,3.87276,450.19922,0,1,0,0,0
100.85351999999999,0.5200199999999999,-98.36909,-1.27092,200.9186,-144.90885,0.74343,0.12854000000000002,11.090819999999999,0.25481,455.08307,0,1,0,0,0
100.21743000000001,0.60916,-101.19237,-1.27491,200.28457,-143.83317,1.43955,0.49553,10.57039,0.08123999999999999,450.49097,0,1,0,0,0
101.29965,1.1915200000000001,-98.64098,-1.29295,201.36985,-150.32404,0.10770999999999999,0.059789999999999996,10.10013,-1.4603899999999999,457.17777,0,0,0,1,0
99.68949,-0.91399,-103.3521,-1.25023,199.75058,-137.29788,0.10651,-0.68882,10.0064,-1.0779,446.77137,1,0,0,0,0
99.8571,0.6476,-101.26666,-1.28225,199.92521000000002,-145.38794,1.0904,1.4311,11.19843,-0.31348000000000004,448.65218,1,0,0,0,0
99.81159,0.06437999999999999,-100.27308000000001,-1.2484600000000001,199.87134,-139.0109,0.47653,0.14593,13.18568,1.17866,448.92143,1,0,0,0,0
99.93041,0.20154,-101.5623,-1.28125,200.00044,-145.2344,0.60215,-0.018869999999999998,11.65633,1.32168,448.87092,1,0,0,0,0
101.64635,1.1579,-100.83665,-1.27691,201.71251999999998,-149.56688,-2.35331,-0.9134700000000001,12.96834,0.27126999999999996,457.8134,0,0,0,1,0
99.60897,0.0047799999999999995,-101.95625,-1.2962799999999999,199.68004,-145.74931999999998,-0.42452,-1.62429,10.29909,2.12905,447.06673,1,0,0,0,0
101.89017,0.38649,-98.32765,-1.31172,201.96681999999998,-156.64896000000002,-0.38189,0.16645,10.34302,0.44165,460.287,0,0,0,1,0
100.59832,-0.18425,-102.77779,-1.3050700000000002,200.67373999999998,-152.81083,-0.75374,-0.384,11.99972,-0.15954000000000002,451.6027,0,1,0,0,0
100.85088,0.43322,-104.72187,-1.24032,200.90786,-137.38255,-0.65732,0.58204,8.43961,-3.58981,451.89345999999995,0,1,0,0,0
102.07361,0.56904,-99.78753,-1.28359,202.1419,-151.08507,-2.22728,0.35456,7.62948,-1.80692,460.47430999999995,0,0,0,0,1
98.2854,-0.54411,-92.82661,-1.275,198.35083999999998,-143.04205,2.68923,2.5023299999999997,12.29838,-1.2921200000000002,445.01369000000005,0,0,1,0,0
101.33301999999999,-0.9890200000000001,-100.48684,-1.23675,201.39033999999998,-137.87655,0.44633,-0.19952999999999999,11.760489999999999,-3.85969,456.42167,0,0,0,1,0
100.74455,1.8903400000000001,-101.30868000000001,-1.24221,200.80329,-139.43277,0.50825,0.66483,10.51608,3.42151,453.06843,0,1,0,0,0
100.4621,0.5098699999999999,-98.29023000000001,-1.2756,200.52867,-145.52746000000002,-2.8549700000000002,1.99088,10.52613,-3.5325599999999997,453.16539000000006,0,1,0,0,0
99.9559,-0.41145,-102.00915,-1.28129,200.02366,-144.36557,1.24463,-0.7622399999999999,10.26339,-1.40066,448.77493,1,0,0,0,0
100.06666,-0.47088,-95.68904,-1.2837399999999999,200.1356,-150.26053000000002,0.0884,-0.39461,10.02091,-1.4247299999999998,452.48875999999996,0,1,0,0,0
99.96924,0.61117,-105.09002,-1.27109,200.03458,-144.17248999999998,-1.87651,0.61458,10.119539999999999,-1.50073,447.30119,1,0,0,0,0
99.87855,-0.48533000000000004,-97.38857,-1.2829899999999999,199.94761,-145.22283000000002,0.5061,3.0421099999999996,14.5028,-0.18236,450.69845999999995,1,0,0,0,0
100.34763000000001,0.06562,-95.93016,-1.2763,200.41425,-146.47511,2.94163,-2.64521,10.82953,-2.13218,453.77306,0,1,0,0,0
99.76268,-0.24752,-103.28891,-1.27009,199.82823,-141.9445,-0.16434,-2.82609,8.82575,1.82568,447.16895,1,0,0,0,0
99.36121,0.55937,-97.89398,-1.28609,199.43028,-148.48416,0.9749899999999999,0.4697,9.996369999999999,-2.36542,447.85905999999994,1,0,0,0,0
101.35594,-0.01151,-98.91249,-1.29282,201.42802,-152.07976000000002,-0.75644,-0.3442,11.94844,3.16368,457.32345,0,0,0,1,0
100.43581999999999,-0.37989,-96.61601999999999,-1.282,200.50553,-147.76261,0.16931,0.98049,10.83849,4.22692,453.8711,0,1,0,0,0
98.64896,-0.06412999999999999,-100.07961999999999,-1.28652,198.71806,-145.93887,-0.4393,1.0640399999999999,10.45166,-2.2460400000000003,443.205,0,0,1,0,0
100.33453,0.04609,-95.3311,-1.29067,200.40445,-146.50151,-1.15534,-0.00747,11.42349,-1.8251099999999998,454.00712000000004,0,1,0,0,0
101.43332,-0.4586,-96.86697,-1.26959,201.49819,-143.63579,1.05589,-0.87159,12.47914,-1.07918,458.7331,0,0,0,1,0
99.00734,0.8456100000000001,-99.30077,-1.2884200000000001,199.0774,-151.18001999999998,2.6743099999999997,-2.77483,9.88037,-2.67403,445.38631,0,0,1,0,0
101.44773,0.13938,-100.94174,-1.23644,201.50353,-138.94655,-0.11197,-0.34902,9.95032,-0.11600999999999999,456.76777999999996,0,0,0,1,0
99.2518,-1.0394,-97.31583,-1.25711,199.31425,-140.21246000000002,0.7096,-0.01202,10.53605,-2.06984,447.60107999999997,1,0,0,0,0
100.46903,-0.9416200000000001,-102.89949,-1.25017,200.53053,-140.08697,-0.858,2.19901,11.6605,1.00346,450.89542,0,1,0,0,0
100.59002,0.06257,-101.90828,-1.2627899999999999,200.6544,-142.82646,-0.06369,-0.16296,11.19243,-2.17495,451.99594,0,1,0,0,0
101.00898000000001,1.6316,-97.34853000000001,-1.2724,201.07572,-145.21853000000002,0.2272,0.87979,12.40878,-0.94621,456.37064000000004,0,0,0,1,0
101.01983,0.0794,-103.72891,-1.26597,201.08551,-146.09248,-1.1645299999999998,0.06989,10.98737,1.87552,453.23469000000006,0,0,0,1,0
100.57234,0.46337,-104.03039,-1.27843,200.64068999999998,-147.46527,-2.56383,-0.79073,12.70052,-1.9643599999999999,450.84653,0,1,0,0,0
100.21795999999999,1.2020600000000001,-98.76301,-1.2772700000000001,200.28503,-146.4797,-0.9937299999999999,0.16791,10.11987,0.021240000000000002,451.70829000000003,0,1,0,0,0
99.24683,-0.26905999999999997,-100.93763,-1.23584,199.30231,-134.44076,-1.06293,0.35943,10.11829,-0.5884,445.76533,1,0,0,0,0
99.89623,1.58582,-102.22861,-1.2546700000000002,199.95748999999998,-142.86311,0.20207,1.5368,11.19706,3.1771,448.36687,1,0,0,0,0
102.09458000000001,0.43546,-94.94341,-1.24904,202.1554,-143.2076,-1.0566,0.7005899999999999,12.09925,1.688,463.00119000000007,0,0,0,0,1
99.79966,-0.7669699999999999,-100.21675,-1.3022200000000002,199.87554,-151.48979,0.12772,1.09027,9.4528,2.0822700000000003,448.88991,1,0,0,0,0
99.04597,-0.30656,-97.93481,-1.2496200000000002,199.1052,-136.70368,2.3605099999999997,-1.32802,10.512089999999999,-0.50334,446.26247,1,0,0,0,0
99.30458,-0.34367,-101.45023,-1.28654,199.37471000000002,-146.58311,0.66662,0.97172,10.93234,-1.51447,445.79779,1,0,0,0,0
99.90406999999999,0.41508,-97.20452,-1.25292,199.96607,-140.47686000000002,1.19681,-0.81105,12.64824,-3.22893,450.91809000000006,1,0,0,0,0
100.15393,0.0656,-101.95989,-1.27367,200.21976999999998,-146.89495,2.18218,0.14105,10.28064,-2.48458,449.7897,0,1,0,0,0
100.17108,-0.8107800000000001,-97.35055,-1.2818399999999999,200.23823000000002,-145.95335,-0.36413,-0.44075,12.2922,0.2195,452.18012000000004,0,1,0,0,0
100.61449,-0.31919000000000003,-103.18852,-1.2399799999999999,200.67125,-139.29685,0.21059,-0.3389,11.42024,-2.45142,451.47817000000003,0,1,0,0,0
101.84365,-0.30354000000000003,-95.71659,-1.27433,201.90958,-148.5466,3.58978,-0.9624,12.82365,0.97451,461.35997000000003,0,0,0,1,0
100.7576,-0.9158200000000001,-98.35637,-1.29293,200.82979,-151.71524,0.6957300000000001,0.30483000000000005,11.6692,1.2427700000000002,454.60983,0,1,0,0,0
98.76751,0.056470000000000006,-94.30875999999999,-1.26495,198.83321999999998,-140.09306999999998,-0.10640999999999999,0.63836,10.68042,-0.0873,446.68316,0,0,1,0,0
101.27492,0.40813,-97.36308000000001,-1.26884,201.33981,-147.29463,-1.30326,-1.6250200000000001,9.68339,-0.21286999999999998,457.69305999999995,0,0,0,1,0
101.16704,-0.11990999999999999,-101.60448000000001,-1.2731,201.23309,-148.08732,-0.80007,-0.54871,7.3933,0.07908,455.03295999999995,0,0,0,1,0
99.19543,-0.12417,-91.42259,-1.2394399999999999,199.25197,-138.4864,-0.41248999999999997,-0.5705,11.68435,-0.63667,450.26587,1,0,0,0,0
100.35712,0.08607000000000001,-101.00068,-1.2438799999999999,200.41589,-137.84745,-0.10474000000000001,0.6776300000000001,13.75435,1.2868899999999999,451.28525,0,1,0,0,0
100.7259,0.6565300000000001,-100.62917,-1.2969700000000002,200.79966000000002,-150.66241000000002,1.9191,0.8227200000000001,11.86519,2.15504,453.31490999999994,0,1,0,0,0
100.62764,-0.6209100000000001,-100.15012,-1.23896,200.68409,-139.07936,0.64657,0.07277,10.585289999999999,-1.0306,453.06314000000003,0,1,0,0,0
98.20429,0.40144,-99.58256999999999,-1.26373,198.26828,-141.35986,0.22848000000000002,1.15052,8.496830000000001,1.38347,441.23017999999996,0,0,1,0,0
98.48864,-1.13914,-96.40717,-1.24734,198.54729,-136.32893,-0.49168,1.9161299999999999,9.04594,2.80185,444.23962,0,0,1,0,0
99.37385,-0.58787,-97.85773,-1.24175,199.43088,-135.90151,-0.16329000000000002,-0.40749,11.50842,-2.2084200000000003,447.9404,1,0,0,0,0
100.33896,-0.38985,-99.2838,-1.24216,200.39829,-139.09173,-1.32657,-0.57384,11.531830000000001,2.29845,452.05287999999996,0,1,0,0,0
100.04789,0.0065,-104.21876999999999,-1.26443,200.11272,-142.55372,4.03405,2.25222,15.23705,-0.13377,448.13005,0,1,0,0,0
101.42971999999999,0.58007,-104.99807,-1.27672,201.49815,-148.01838,0.714,1.03656,13.356679999999999,-1.78147,454.64955,0,0,0,1,0
101.13925,0.28398,-95.03049,-1.26955,201.20498,-142.57075,-0.95488,-0.12558,12.326080000000001,1.8088799999999998,458.18099000000007,0,0,0,1,0
98.86811,-0.1173,-101.73427,-1.28712,198.93832,-143.28447,-0.86492,-0.62064,13.128120000000001,-0.2883,443.47343,0,0,1,0,0
98.74758,-0.33011,-98.55457,-1.2701,198.81285,-143.37149,0.99698,0.2318,8.42875,0.9118,444.46063,0,0,1,0,0
98.65709,0.6430600000000001,-98.77534,-1.28778,198.72761,-142.21302,-0.23928000000000002,-0.06464,11.18765,-1.85349,443.89779000000004,0,0,1,0,0
98.75572,-0.2958,-96.70648,-1.27396,198.8217,-145.02946,-0.7621600000000001,-0.18273,11.188839999999999,-3.75735,445.42537999999996,0,0,1,0,0
100.93763,-0.64764,-97.97185,-1.2937100000000001,201.00875,-147.67696,-0.8308200000000001,-2.6510599999999998,12.992469999999999,0.43593999999999994,455.70224,0,1,0,0,0
99.87514,0.54707,-96.15861,-1.26468,199.9403,-143.26736,-0.04575,0.9882299999999999,10.512880000000001,2.90265,451.2964,1,0,0,0,0
100.77797,-0.25296,-101.75761,-1.23939,200.83663,-136.26616,-1.00643,-0.13017,11.8336,2.09292,453.01103,0,1,0,0,0
99.16102,0.10617,-102.41911,-1.2694299999999998,199.22644,-145.01439,-1.52425,-1.20848,11.192839999999999,-1.9801799999999998,444.59555,1,0,0,0,0
100.47006999999999,0.20048,-107.50258000000001,-1.24407,200.52777,-139.25255,-1.57904,-1.47814,11.44776,-1.9757,448.59907999999996,0,1,0,0,0
99.6066,-0.61429,-98.70658,-1.27473,199.67408,-148.16376,0.12258,0.08065,9.7772,1.7080099999999998,448.67970999999994,1,0,0,0,0
99.2882,-0.4999,-96.41275999999999,-1.23712,199.34417,-135.67404,1.01474,0.37816,12.092030000000001,-0.8749,448.23462,1,0,0,0,0
100.00064,-0.2107,-104.49531999999999,-1.26024,200.06378,-140.78779,-1.8790099999999998,0.5878399999999999,11.55187,-0.23362,447.75552999999996,1,0,0,0,0
100.83381,-0.2903,-104.81796,-1.24276,200.89108000000002,-138.48962,-2.5889900000000003,1.24813,9.86697,-1.51335,451.76009000000005,0,1,0,0,0
99.65625,-0.68679,-88.45761999999999,-1.24691,199.71483999999998,-138.24316000000002,1.65058,0.87971,10.849210000000001,-2.61766,454.05244000000005,1,0,0,0,0
99.0116,-0.49248000000000003,-95.25404,-1.25832,199.07336,-141.00929,0.98216,-0.24623,10.20911,-1.20761,447.43095999999997,1,0,0,0,0
101.07029,-0.39391,-99.8053,-1.28426,201.13805,-149.04992,1.11756,1.0591,14.11021,-2.56852,455.44881,0,0,0,1,0
99.18666999999999,-1.1334899999999999,-99.12095,-1.25915,199.24992,-141.30056000000002,1.0864,-0.20269,11.189810000000001,1.1390799999999999,446.37285,1,0,0,0,0
99.38929,0.03841,-100.52633,-1.27871,199.45654,-141.54331000000002,1.56741,-0.92453,9.25124,-1.8592799999999998,446.68327,1,0,0,0,0
101.10172,0.5029100000000001,-96.44675,-1.29149,201.17233000000002,-148.14614,-2.0424599999999997,1.33924,11.21213,-2.28348,457.28522999999996,0,0,0,1,0
101.21311,-0.77652,-99.64856,-1.24985,201.27272,-141.78993,-2.23223,-0.02081,10.24006,-1.38612,456.24125,0,0,0,1,0
99.97861,0.19892,-97.96253,-1.24356,200.03628999999998,-139.72603,0.46203999999999995,-1.27324,13.04307,-1.16419,450.91179000000005,1,0,0,0,0
99.57467,-1.21204,-98.32536999999999,-1.2581,199.63827,-141.94343,1.49356,-0.2892,11.39044,0.54167,448.71065,1,0,0,0,0
100.45945999999999,-0.37859,-106.13131000000001,-1.25728,200.52114,-139.27187,-0.04307,-1.64684,11.691180000000001,-1.6532,449.23163,0,1,0,0,0
100.85296,0.9849700000000001,-104.6805,-1.2516100000000001,200.91473,-139.37259,-0.10161,0.13360999999999998,9.9884,3.0251900000000003,451.92454000000004,0,1,0,0,0
99.91631,0.38268,-102.37293000000001,-1.28148,199.98453,-146.0965,-1.61485,0.08582000000000001,11.5007,-0.02168,448.3951,1,0,0,0,0
99.07451,-0.65871,-100.25876,-1.23948,199.13113,-137.07676999999998,0.7879,-1.99977,9.893410000000001,-0.36003,445.24317,1,0,0,0,0
99.24318000000001,0.18299,-99.2851,-1.29454,199.31437,-145.60615,-2.638,-0.8045100000000001,12.24744,1.16241,446.57333,1,0,0,0,0
101.53539,-0.97803,-101.70151,-1.30195,201.61059,-154.08459,-0.37596999999999997,-0.57105,11.8638,-3.3915300000000004,456.8262,0,0,0,1,0
101.7664,0.6062,-104.34682,-1.29999,201.84022,-154.74923,-0.09837,1.15426,9.40134,-0.21183000000000002,456.65860999999995,0,0,0,1,0
99.5582,0.37366,-94.77636,-1.26935,199.62403999999998,-143.62284,-0.05744,1.54182,9.63326,-1.7058900000000001,450.40282,1,0,0,0,0
101.3341,0.66059,-103.83771999999999,-1.31146,201.41083999999998,-155.01925,-0.82406,-0.93453,11.149560000000001,2.2530200000000002,454.75165999999996,0,0,0,1,0
102.24816,-0.48046000000000005,-100.77472,-1.28966,202.31824,-148.16413,-1.50022,0.16166,12.35978,-4.12425,460.85345,0,0,0,0,1
99.41079,-0.54145,-100.71367,-1.23984,199.46871000000002,-139.01883999999998,0.25114000000000003,0.24470999999999998,12.59436,3.8175,446.69714000000005,1,0,0,0,0
100.66452,-0.1942,-103.86855,-1.2578200000000002,200.72654,-143.91443,-1.55427,-0.4246,8.95812,-0.32741,451.38834,0,1,0,0,0
99.94332,0.4828,-103.18811,-1.28416,200.01201,-147.34848,-0.95844,1.59538,9.87549,-0.8246399999999999,448.12255,1,0,0,0,0
102.19847,0.27229000000000003,-100.55344000000001,-1.3066799999999998,202.2746,-153.33719,0.9188799999999999,0.77112,11.19638,3.2656,460.71562,0,0,0,0,1
99.96686,-0.03588,-101.65987,-1.24325,200.02483999999998,-140.41204,-1.35323,1.05119,10.75786,-4.0445400000000005,449.00435999999996,1,0,0,0,0
